gene_id	NA.	X300_cells_rep1	X300_cells_rep2	X300_cells_rep3	X1200_cells_rep1	X1200_cells_rep2	X1200_cells_rep3	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000031987	Egln1	517.289819074914	627.708087491023	483.314123413403	1539.50854972369	1710.73235535045	1341.47484495851	1036.67129666867	1.49432230285539	0.100652540231674	14.8463446567357	7.34667775666848e-50	9.01143493632955e-46
ENSMUSG00000021831	Ero1l	99.5471816776467	135.671776835236	113.607702316298	481.096421788653	595.556159218389	380.924576639229	301.067303079242	2.06159815737165	0.157908077923992	13.0556852092392	5.89769921271559e-39	3.61705892715847e-35
ENSMUSG00000030103	Bhlhe40	6.22169885485292	7.23582809787923	8.6649942444634	176.80293500733	213.705944200405	126.974858879743	89.9343765474457	4.55038207484135	0.355950415265691	12.7837526792737	2.02078817554963e-37	8.26232925376391e-34
ENSMUSG00000020766	Galk1	535.066101517351	604.191646172916	465.021357786203	1122.15740382203	1252.94601802776	1077.83238987995	842.869152867703	1.10460232721766	0.0949878745344431	11.6288771870259	2.93938388917896e-31	9.01362069616729e-28
ENSMUSG00000023175	Bsg	3797.01392970453	4067.43986952036	3394.75218955311	7739.63868552496	7392.92390723738	6157.79601880158	5424.92743339032	0.918550884753209	0.0799507737106214	11.4889555425426	1.49913449459721e-30	3.67767674214588e-27
ENSMUSG00000020407	Upp1	113.768207631596	121.200120639477	107.831039486656	380.066173213036	337.373343382366	312.106141673872	228.7241710045	1.58294072657066	0.139051892141757	11.3838129218473	5.03491984103039e-30	1.02930544616798e-26
ENSMUSG00000020277	Pfkl	727.938766017792	909.905383308313	683.571768174335	1490.19616649035	1625.03301732085	1454.87987159156	1148.58749548387	0.976516622905377	0.0926812075722295	10.5362958520404	5.87682322258403e-26	1.02978733783165e-22
ENSMUSG00000040280	Ndufa4l2	4.44407061060923	2.71343553670471	0.962777138273712	174.397452898387	125.837002676381	95.958099458737	67.385473053182	5.58048582430982	0.534152596218577	10.4473625398729	1.50656678793078e-25	2.30994352759486e-22
ENSMUSG00000003541	Ier3	7.99932709909661	8.14030661011413	4.81388569136856	96.2192843577306	170.313874311998	77.5418985525148	60.8380961038038	4.02822703158507	0.400970655946146	10.0461890960073	9.5488983711132e-24	1.30140874911194e-20
ENSMUSG00000037161	Mgarp	16.8874683203151	24.4209198303424	18.2927656272005	125.08506966505	143.193830631744	101.773741850176	71.6089659874712	2.63098655921782	0.269015600491339	9.78005199108341	1.37140080210137e-22	1.68216022385754e-19
ENSMUSG00000064370	mt-Cytb	14420.1203173048	11930.9760548906	12835.7448074651	8719.87264491934	7287.69813775799	7985.84627717711	10530.0430399192	-0.707923955185666	0.0729198479888616	-9.70824781880785	2.78076112093233e-22	3.10080144630508e-19
ENSMUSG00000038412	Higd1a	377.746001901784	398.875023895593	327.344227013062	755.321382208185	750.682809069444	658.136863964469	544.684384675423	0.968382289826796	0.100074857721484	9.67657923153761	3.79191419291131e-22	3.87596829085418e-19
ENSMUSG00000028527	Ak4	118.212278242205	144.716561957585	127.08658225213	297.077040454493	336.288541635156	307.25977301434	221.773462925985	1.27059860437043	0.137213697448129	9.25999829463645	2.04435477068597e-20	1.84001687436926e-17
ENSMUSG00000073421	H2-Ab1	12.4433977097058	15.3761347079934	7.70221710618969	91.4083201398441	110.649778215438	83.3575409439534	53.4895648038541	2.99737656843001	0.323791350271843	9.25712365668053	2.1001333964756e-20	1.84001687436926e-17
ENSMUSG00000000628	Hk2	236.424556484411	298.477909037518	256.098718780807	489.515609169955	567.351313790924	569.932954360983	402.9668436041	1.04208719021774	0.112959074782218	9.22535167915337	2.82631899936392e-20	2.31117525641319e-17
ENSMUSG00000032231	Anxa2	71.1051297697477	67.8358884176178	39.4738626692222	570.099259819554	512.026424683205	349.907817218223	268.408063762928	3.00178956059664	0.325818356862005	9.21307684903709	3.1690797794281e-20	2.42949578590407e-17
ENSMUSG00000035105	Egln3	17.7762824424369	18.994048756933	18.2927656272005	141.923444427653	109.564976468228	83.3575409439534	64.9848431110674	2.59777970951761	0.288473885269471	9.0052508811706	2.15173272132433e-19	1.55253844469202e-16
ENSMUSG00000021196	Pfkp	10.6657694654621	14.4716561957585	4.81388569136856	109.449435956919	77.0209240519228	81.4189934801405	49.6401108069285	3.14563324533914	0.351323762748635	8.95365921373722	3.4388930295933e-19	2.34341455005508e-16
ENSMUSG00000018339	Gpx3	191.983850378319	168.233003275692	178.113770580637	493.123832333369	403.546249962187	349.907817218223	297.484753958071	1.20719499346404	0.135023953996284	8.94059874366635	3.87067416296737e-19	2.49882575173462e-16
ENSMUSG00000025161	Slc16a3	385.745329000881	619.567780880909	403.403620936685	1859.43767021314	1999.28962010836	1773.77092938877	1173.53582508813	1.99920521033636	0.223783575452502	8.93365478808651	4.12162022837504e-19	2.52778968606241e-16
ENSMUSG00000026773	Pfkfb3	36.4413790069957	47.9373611484499	36.585531254401	159.964560244727	181.1618917841	126.974858879743	98.1775970530694	1.94826428704301	0.218485317181764	8.9171405757312	4.78482154249712e-19	2.79479147810808e-16
ENSMUSG00000028943	Espn	46.218334350336	48.8418396606848	42.3621940840433	176.80293500733	258.182815836023	130.851953807369	117.210012124298	2.03841332035608	0.231675627710889	8.79856608352363	1.38575390814275e-18	7.72620792603592e-16
ENSMUSG00000004936	Map2k1	361.747347703591	422.3914652137	405.329175213233	657.899356795983	751.767610816655	716.293287878855	552.571373937003	0.839301018556235	0.0956949571602661	8.77058774529369	1.77736064580154e-18	9.47874160060941e-16
ENSMUSG00000029844	Hoxa1	419.520265641511	442.289992482868	357.190318299547	900.853049799253	797.329284199482	676.553064870691	598.955995882225	0.958655735205763	0.109848772812431	8.727050022149	2.61401482452333e-18	1.33597940990013e-15
ENSMUSG00000064363	mt-Nd4	9638.3003402893	8102.31851260027	8085.40240722263	6053.39572715573	5107.24662586553	5244.74016334572	7038.56729607986	-0.655097508831501	0.0754578796449773	-8.68163155277721	3.9013147171024e-18	1.91414105279912e-15
ENSMUSG00000020572	Nampt	539.51017212796	618.663302368674	545.894637401194	934.529799324459	1027.30725460804	908.209486796329	762.352442104443	0.751550587427285	0.0866799136813503	8.67041227325295	4.30558569686623e-18	2.03124285222158e-15
ENSMUSG00000078566	Bnip3	405.299239687562	653.937964345835	384.148078171211	2185.38049597496	2183.70591713409	1967.62567577006	1296.68289518062	2.13401409879642	0.249941024231036	8.53807055229082	1.36481584038357e-17	6.20030781412773e-15
ENSMUSG00000035637	Grhpr	372.413117169053	440.481035458398	352.376432608178	713.225445301678	737.665188102922	652.32122157303	544.747073368877	0.850159407196107	0.100731192432008	8.43988229137619	3.17657394823704e-17	1.39156628746698e-14
ENSMUSG00000032294	Pkm	5633.30390600826	6280.69878895917	4949.63726786515	9026.5716138096	8986.49767388913	8021.70940525765	7149.73644263149	0.626191901474098	0.074973563766018	8.35216935169783	6.70204742613026e-17	2.83473495616944e-14
ENSMUSG00000003955	Fam162a	757.269632047813	906.287469259374	732.673402226294	1348.2727220627	1308.27090713548	1224.19272339783	1046.16114268825	0.694300937086464	0.0852549888734628	8.14381593688271	3.83011320923822e-16	1.5660056208172e-13
ENSMUSG00000020108	Ddit4	833.707646550291	1151.40114607503	1123.56092036542	2381.42728785383	2846.51978467951	2458.07818411472	1799.11582827313	1.30617143331155	0.161463892595525	8.08955743798138	5.98819107455119e-16	2.36939199098209e-13
ENSMUSG00000003528	Slc25a1	624.836327851658	659.364835419245	590.182385761785	1015.11344997406	1078.29293672692	914.025129187768	813.635844153572	0.680540098196076	0.0854906794031726	7.96040109807362	1.71482477577215e-15	6.5731377186316e-13
ENSMUSG00000045667	Smtnl2	196.427920988928	213.456928887437	182.927656272005	414.945663792713	403.546249962187	347.96926975441	293.212281609613	0.973096470382056	0.122549361276526	7.94044506022613	2.0145707171247e-15	7.48809830795503e-13
ENSMUSG00000037936	Scarb1	133.322118318277	102.206071882544	121.309919422488	305.496227835795	284.218057769067	235.533516853264	197.014318680239	1.20589834607066	0.152871908402585	7.88829261485342	3.06348785904943e-15	1.10519829644413e-12
ENSMUSG00000004665	Cnn2	427.519592740608	312.949565233277	315.790901353777	727.658337955338	747.428403827814	588.349155267206	519.949326063003	0.963333461959236	0.122240449383201	7.88064398339506	3.25698073368781e-15	1.14143216226899e-12
